2025-06-20 15:23:00 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-22 21:05:57 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-22 21:05:57 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 02:57:05 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 02:57:05 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 02:57:05 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:34:17 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:34:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:34:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:34:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:34:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:34:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:35:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:35:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:35:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:35:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:35:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:35:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:36:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:36:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:36:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:36:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:36:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:36:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:37:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:37:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:37:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:37:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:37:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:37:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:38:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:38:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:38:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:38:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:38:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:38:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:39:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:39:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:39:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:39:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:39:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:39:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:40:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:40:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:40:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:40:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:40:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:40:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:41:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:41:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:41:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:41:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:41:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:41:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:42:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:42:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:42:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:42:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:42:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:42:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:43:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:43:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:43:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:43:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:43:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:43:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:44:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:44:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:44:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:44:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:44:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:44:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:45:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:45:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:45:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:45:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:45:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:45:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:46:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:46:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:46:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:46:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:46:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:46:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:47:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:47:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:47:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:47:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:47:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:47:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:48:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:48:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:48:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:48:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:48:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:48:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:49:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:49:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:49:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:49:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:49:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:49:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:50:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:50:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:50:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:50:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:50:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:50:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:51:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:51:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:51:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:51:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:51:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:51:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:52:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:52:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:52:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:52:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:52:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:52:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:53:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:53:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:53:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:53:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:53:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:53:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:54:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:54:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:54:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:54:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:54:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:54:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:55:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:55:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:55:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:55:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:55:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:55:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:56:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:56:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:56:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:56:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:56:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:56:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:57:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:57:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:57:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:57:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:57:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:57:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:58:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:58:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:58:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:58:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:58:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:58:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:59:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 08:59:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:59:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 08:59:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 08:59:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 08:59:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:00:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:00:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:00:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:00:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:00:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:00:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:01:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:01:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:01:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:01:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:01:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:01:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:02:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:02:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:02:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:02:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:02:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:02:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:03:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:03:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:03:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:03:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:03:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:03:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:04:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:04:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:04:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:04:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:04:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:04:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:05:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:05:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:05:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:05:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:05:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:05:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:06:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:06:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:06:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:06:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:06:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:06:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:07:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:07:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:07:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:07:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:07:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:07:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:08:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:08:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:08:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:08:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:08:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:08:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:09:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:09:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:09:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:09:47 EEST WARNING:  database "postgres" has a collation version mismatch
2025-06-23 09:09:47 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:09:47 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE postgres REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:10:17 EEST WARNING:  database "DoMusic" has a collation version mismatch
2025-06-23 09:10:17 EEST DETAIL:  The database was created using collation version 1540.3,1540.3, but the operating system provides version 1541.2,1541.2.
2025-06-23 09:10:17 EEST HINT:  Rebuild all objects in this database that use the default collation and run ALTER DATABASE "DoMusic" REFRESH COLLATION VERSION, or build PostgreSQL with the right library version.
2025-06-23 09:10:47 EEST WARNING:  database "postgres" has a collation version mismatch
